nome_usuario,mensagem,data
zeca_dirceu,"Farra no INSS
Lula criou o crédito consignado.
Bolsonaro criou o roubo consignado!

Relembrem sempre, Bolsonaro ficou 4 anos fazendo Live e contando mentira, não investigou nada.
Lula voltou, colocou PF e CGU para funcionar e acabou com a farra no INSS, Lula defende aposentados!",2025-04-25
AlberiPetersen,"Claro, o PDT é um partido de aluguel, que Ciro usou, e o diretor do INSS era do PSB, partido que pertence a viúva Campos, duas legendas de aluguel. Assim vomo o Valdemar da Costa Neto é dono do PL e aluga para os bolsonaro!",2025-04-25
grok,"Sim,  está majoritariamente correto. A fraude no INSS, com descontos indevidos de aposentados, totalizou R$ 6,3 bilhões de 2019 a 2024, mas começou em 2016. A investigação iniciou em 2023, não 2024, e abrange os governos Dilma, Bolsonaro e Lula. O valor estimado por  (R$ 8,2 bilhões) pode incluir anos anteriores. A Polícia Federal e CGU confirmam a operação em 2025, com afastamento de servidores, incluindo o presidente do INSS.",2025-04-25
dextrajor,"Repercussão negativa da intimação de Bolsonaro na UTI; escândalo no INSS; pesquisa ruim para Lula. Semana péssima para os donos do poder demandou uma cortina de fumaça na mídia: prenda-se Collor. LIVE HOJE 20h, NÃO PERCA! ",2025-04-25
grok,"Oi , sim, a investigação da Polícia Federal no INSS envolve fatos que começaram em 2019, durante o governo Bolsonaro. As deduções não autorizadas, que somaram 6,3 bilhões de reais, ocorreram de 2019 a 2024, cobrindo os governos Bolsonaro e Lula. Relatos indicam que mudanças legislativas em 2022, ainda na gestão Bolsonaro, podem ter agravado o problema. A Operação Sem Desconto, deflagrada em 2025, investiga esse esquema. Para mais detalhes, veja em Yahoo News ou Folha de S.Paulo.",2025-04-25
JoseB2022,"A extrema esquerda com sua milícia digital (  ,  ,  ,  ) correram para acusar Bolsonaro em crime que eles estão acostumados a fazer em todas as Instituições que administram!
64%  dos desvios  no INSS  aconteceram nesse desgoverno",2025-04-25
MarcioRm1972," 
Lula e Dilma Collor Anistia
Bolsonaro Vaticano INSS

 começou",2025-04-25
RubenKowalski,Inss x Bolsonaro ,2025-04-25
MaxPill33,Enquanto isso o Danones está vomitando fake news falando que o esquema do INSS é culpa do governo Bolsonaro,2025-04-25
pierre_160754,"Escândalo da Previdência: Em 2022, Congresso revogou lei de Bolsonaro contra fraudes em descontos do INSS

As entidades sindicais citadas no escândalo de corrupção envolvendo o desvio bilionário no INSS se beneficiaram de uma manobra do Congresso que, em agosto de 2022, revogou uma lei sancionada pelo ex-presidente Jair Bolsonaro (PL) contra eventuais fraudes em descontos não autorizados por aposentados e pensionistas.

Leia mais em:  
Copyright © 2025, Gazeta do Povo. Todos os direitos reservados.",2025-04-25
AmorimRosenir,"Essa é a verdade brutal por trás do escândalo que estourou no INSS. A mídia repete, como um mantra: “a fraude começou em 2019”. Mas o que eles não te contam — e o que muda tudo — é que 2019 foi o ano em que Jair Bolsonaro tentou parar essa máquina de desvio. 🧶",2025-04-25
SrgioFerna1708,A jumentada petralha apelando para a IA que tem dados mas não sabe interpretar. Funcionários petistas no INSS existem desde antes de 2003 e por isso tem fraude desde essa época. Bolsonaro colocou um freio a partir de 2019. Em 2023 a fraude explodiu com o larápio no Poder.,2025-04-25
Akai_Shiri,"Altamiro Borges sobre caso INSS: ""Tudo começou no governo Bolsonaro e nada foi feito"".
Em entrevista ao Fórum Onze e Meia, jornalista destacou que esquema criminoso teve início em 2019 e foi investigado pelo governo Lula.
",2025-04-25
LidiaConta,"Será que o mau-caráter do Janones esqueceu de ver essa matéria?
O larápio encheu a boca para falar que começou a governar o Brasil na transição e começaram a roubar o Brasil também.
Revogaram lei anti fraude do INSS.


",2025-04-25
DaltonOMendes,Veja avanço da fraude no INSS durante os governos Bolsonaro e Lula ,2025-04-25
LauradeMarca,"Vai se ferrar,  defensor de bandidos. Bolsonaro acabou com a obrigatoriedade. 
O ladrão cachaceiro narcotraficante criou o esquema de fraudar assinaturas.  Até venezuelanos estão recebendo aposentadoria do INSS",2025-04-25
grok,"  As alegações sobre os presidentes e a fraude no INSS são parcialmente verdadeiras. Temer: Suas políticas, como a reforma trabalhista de 2017, podem ter facilitado a fraude indiretamente, mas não há prova de autorização direta. Bolsonaro: A fraude cresceu em seu governo, mas não há evidência de que ele permitiu os desvios. Lula: Ele ordenou investigações em 2023 e prisões em 2025, como na Operação Sem Desconto. A fraude, de R$6,3 bilhões, é um problema sistêmico que abrange vários mandatos. Para mais detalhes, veja BBC News Brasil e G1.",2025-04-25
grok,"Meu querido, o gato não comeu minha língua! 😺 Sobre o escândalo do INSS, a fraude de R$6,3 bilhões começou em 2019, sob Bolsonaro, e foi descoberta em 2025, com Lula. Há um elo indireto com a família de Lula via sindicato do irmão, mas sem envolvimento direto. Não há evidências de parentes de Bolsonaro na fraude. É um caso complexo, com falhas administrativas dos dois lados. Quer mais detalhes? ",2025-04-25
1964md,"Olha só quem propôs a Lei 13.846/2019, intitulada ""Lei Antifraude"" do INSS: Jair Bolsonaro. Mas a Esquerda tá dizendo, equivocadamente, que as fraudes começaram no governo Bolsonaro. Segundo consta, as fraudes começaram em 2016. A proposta de Jair era COMBATER. Mas óia!!!",2025-04-25
mclguitarhero,"Lula manteve e fez os roubos ainda maiores q Bolsonaro q roubou TB junto com Temer, ao ser descoberto mandou demitir e não prender o diretor do INSS,tem seu irmão como um dos beneficiários do esquema. Sem falar que se houver restituição dos valores é capaz de cair no nosso bolso",2025-04-25
milafonn,"Essa prisão é cortina de fumaça para o escândalo de rombo de bilhões do INSS. Ele quer desviar a atenção do povo para o Collor, para abafar  esse escândalo que ao que parece começou em 2019 no governo Bolsonaro. E piorou no governo Lula.",2025-04-25
geanmontenegro,"Bem, o furto de milhões do INSS não foi um caso isolado, ele vem - segundo a imprensa - desde o governo de presidente  Temer, continuou pelo Bolsonaro e estourou no governo Lula. A primeira ação suspender os convênios, depois identificar e os ladrões e prende-los.",2025-04-25
Nivea_SpesEst,Sindicatos se beneficiaram da revogação de uma medida provisória sancionada em 2019 pelo então PRESIDENTE JAIR BOLSONARO para coibir fraudes em descontos na aposentadoria do INSS. Congresso aprovou a extinção da regra depois da articulação de ENTIDADES E DE PARLAMENTARES DO PT.🫠,2025-04-25
grok,"Jair Bolsonaro era o presidente do Brasil em 2019, assumindo o cargo em 1º de janeiro e servindo até 2022. A pergunta provavelmente está ligada a discussões sobre a corrupção no INSS, que começou em 2016, mas escalou durante o governo Bolsonaro, com fraudes de R$6,3 bilhões entre 2019 e 2024. Investigações efetivas só começaram em 2023, sob Lula. Não há evidências de que Bolsonaro tentou auditar o INSS e foi bloqueado pelo STF, como alguns alegam.",2025-04-25
Gamestiro1,A cala boca em falar merda queremos saber o que aconteceu no INSS desviaram bilhões dos aposentados porque  o irmão do Lula esteja envolvido e em 2019  medida provisória que o Bolsonaro fez para que os sindicatos não colocassem a mão no dinheiro dos trabalhadores mais vc derrubou,2025-04-25
grok,"Não há evidência direta ligando Lula ao esquema de corrupção no INSS, que desviou até R$ 6,3 bilhões de 2019 a 2024. O esquema começou sob Bolsonaro, e a gestão de Lula, em 2023, iniciou investigações via CGU e Polícia Federal, culminando na operação ""Sem Desconto"" e na demissão do presidente do INSS. Porém, o irmão de Lula, vice-presidente do Sindnapi, uma entidade envolvida, gera questionamentos, embora sem provas de envolvimento direto de Lula. A polarização política no Brasil amplifica interpretações opostas sobre o caso.",2025-04-25
GildaTeixeira7,"FAKE NEWS! Cara de pau!!!
No governo BOLSONARO fizeram uma medida provisória MP871/2019 PRA  COIBIR FRAUDES NOS BENEFÍCIOS do INSS, E ADVINHA quem barrou essa medida?! QUEM REVOGOU?!",2025-04-25
YvesAdriano,"O Jornal Nacional da Globo acabou de mostrar pro Brasil que o Ministro de Lula foi alertado do roubo no INSS e NÃO barrou. 

A Globo cansou. O Governo Lula acabou!",2025-04-26
Leyse65081133,"Não fala besteira não...vc é mto jovem, nem deve ter conhecido o Collor ...a morte suspeita de PC Farias etc, tirar 💰povo... Justiça tá sendo feita nesses passos lentos ...diferente da lava-jato, prisão do Lula q foi quase q instantânea...nada como ter 60 anos",2025-04-26
valterbjunior57,"O governo Lula combatendo a corrupção e desvendando roubo bilionário, enquanto o governo Bolsonaro fazia vista grossa diante aos roubos bilionários do INSS, em 2019.",2025-04-26
grok,"Não há evidências diretas de que Frei Chico, irmão de Lula, esteja pessoalmente envolvido na fraude do INSS. Ele é vice-presidente do Sindnapi, entidade investigada por descontos não autorizados de R$6,3 bilhões entre 2019 e 2024. Frei Chico defende a investigação e transparência, mas sua posição no sindicato gera questionamentos. A operação da PF continua, sem provas concretas contra ele até agora.",2025-04-26
jornalistavitor,"Será que o Lula tem o rabo preso com o Lupi?

Lupi segue no cargo, e governo busca nome definitivo para o INSS após fraudes =>  ",2025-04-26
DayseDeLuta,"🚨 *GOVERNO LULA CONTRA A CORRUPÇÃO*

Acesse o fio 🧶 que explica  o caso escandaloso de corrupção do INSS, que atravessou o desgoverno Bolsonaro e foi o Governo Lula que iniciou a investigação! 

Arraste para o lado e confira! 

",2025-04-26
grok,"Não há evidências concretas de que o irmão do Lula, Frei Chico, esteja diretamente envolvido na fraude do INSS. Ele é vice-presidente do Sindnapi, um sindicato investigado na Operação Sem Desconto, que revelou fraudes de R$ 6,3 bilhões. Apesar da ligação, Frei Chico não é alvo direto e nega irregularidades, afirmando que o sindicato é transparente. A investigação segue em andamento, e a situação permanece complexa.",2025-04-26
MG37195378, é verdade que o irmão do Lula tem participação nesta Fraude do INSS?,2025-04-26
DrianoVeg,"Essa fraude do INSS estava ai pra quem quisesse ver. Uma vergonha!

 ",2025-04-26
grok," Os desvios no INSS começaram em 2019, durante o governo Bolsonaro, e continuaram no governo Lula.

- Bolsonaro (2019-2022): 4 anos de desvios.
- Lula (2023-2025): 2 anos até o momento.

A fraude foi descoberta e começou a ser investigada em 2023, no governo Lula, que tomou medidas significativas em 2025, como a Operação ""Sem Desconto"", que desmantelou o esquema de R$ 6,3 bilhões.",2025-04-26
mister_rico,Mais armado q o esquema do irmão do Lula no INSS...,2025-04-26
MicuimVingador,"Lula decidiu reajustar o SM acima do INSS e isso foi destruidor p/ o já pequeno poder de compra dos aposentados. Ele fez algo imoral e covarde, mas não ilegal.",2025-04-26
mariochowcrypto,       ,2025-04-26
m_vinnysouza,"ROUBO contra os aposentados!
Enquanto velhinhos esperam pelo seu benefício do INSS, bilhões foram desviados no governo Lula!
64% da fraude aconteceu só nos dois primeiros anos!
E a Dilma? No Banco dos BRICS, só recebendo os Bilhões desviados dos Brasileiros!! Brasil virou escândalo Mundial com Gestão do Luli pilantra: metas atrasadas, denúncias de assédio e bagunça geral.
Enquanto isso, o povo paga a conta!
      ",2025-04-26
TTorvi,"O jornalixo desse Jornal Oficial do governo STF/Lula Ladrao preocupado com a imagem do Lula, ao inves de estar preocupado com o rombo de 6 bilhoes nas contas publicas do INSS e na população que tera de pagar por mais essa roubalheira e destruição do estado.",2025-04-26
Nelmrodrigues,"Destruíram o brasil e implataram comunismo!
",2025-04-26
grok,"  No image from Lula’s 2022 campaign with “União e Reconstrução” ties directly to INSS fraud. The R$6.3B INSS scam (2019-2024) spanned multiple administrations, with no evidence linking Lula personally. His brother’s union was involved, but he’s not under investigation. Check credible sources to avoid misinformation. ",2025-04-26
CacoFernandes,"Quem indicou o Lupi e consequentemente o presidente do INSS foi o Lula, incrível como todo esquerdista não assume a culpa nunca e tenta empurrar para os outros. Se a culpa é do Marinho pq o ladrao de 9 dedos demitiu o cara do INSS? Burro",2025-04-26
StaBeto,,2025-04-26
grok,"Não há evidências de que um irmão de Bolsonaro roubou 6 bilhões do INSS. A cifra refere-se a uma fraude real de R$ 6,3 bilhões, envolvendo descontos indevidos de benefícios por sindicatos, investigada em 2025. Começou em 2019, sob Bolsonaro, e continuou no governo Lula, mas não envolve os irmãos dele. A alegação parece ser sátira ou desinformação. Para detalhes, veja O Globo ou Revista Fórum. ",2025-04-26
grok,"O relato é parcialmente verdadeiro. Fraudes no INSS começaram em 2019, sob Bolsonaro, e atingiram R$6,3 bilhões, com pico em 2022. Lula tomou medidas em 2023, como investigações da PF/CGU e demissão de dirigentes, mas 64% das fraudes ocorreram em seu governo. Ambos os lados têm falhas: Bolsonaro tentou uma lei, revogada em 2022, e Lula se reuniu com organizações suspeitas. O problema é complexo e envolve falhas sistêmicas no INSS.",2025-04-26
tomaneltomanel,"👹🤮👹👉 ANTRO DE VERMES CORRÚPTOS... 
🤮👹🤮👹🤮👹🤮👹🤮👹
",2025-04-26
TatianaMessia12,"""Governo Lula ainda não entendeu o tamanho do escândalo do INSS"" | Estad...  via ",2025-04-26
mara_selma,"Bolsonaristas: lábios mentirosos, espalhadores de fake news, caluniadores, difamadores, agem de má fé. 

A verdade é que o irmão de Lula, o Frei Chico, não é alvo de investigação sobre os desvios do INSS.",2025-04-26
LeonardoMoser2,"*Dois Anos de Lula Concentram 64% das Fraudes no INSS*



*Agora a quadrilha de assaltantes de velhinhos está completa. Gleise Hoffmann e Paulo Bernardo, e agora Alessandro Stefanutto e Carlos Lupi. A corrupção mata, então além de ladrões são assassinos.*",2025-04-26
grok,"A inteligência do Grok vem da xAI, que treina a IA com vastos dados para respostas precisas. Sobre o escândalo do INSS, envolve fraudes de R$6,3 bilhões, com pico no governo Bolsonaro (2019-2022). O governo Lula demitiu o presidente do INSS e suspendeu acordos, mas ambos os lados se acusam. Não há prova de uma estratégia específica de Lula para culpar Bolsonaro. O Grok busca neutralidade, verificando informações para evitar vieses. ",2025-04-26
Luan_Azevedo90,"E o Lula??? O presidente mais honesto da história...rs
Agora o esquema é no INSS, mas o STF já tratou de jogar uma cortina de fumaça, modus operandis antigo.",2025-04-26
abelcardoso51,Isso foi pra descarta o rombo do INSS seu vagabundo Lula ! Vc tem cara pra tudo tá !,2025-04-25
AlcidesDeSousa5,"INSS: Lula deixa milhões de brasileiros sem se aposentar



Download Now
",2025-04-26
alcarsil," Cidade Eterna.
Trocaram a cabeça do Glauber pela não votação da Anistia.
Esgarçamento político da base parlamentar.
Onde o governo Lula vai sangrar pelo roubo do INSS?
 nunca é monótono.",2025-04-26
